zip_code,median_household_income_acs2019,derived_income_quartile
13680,40781,1
13681,47054,1
13682,75357,3
13684,50000,2
13685,69286,3
13687,52188,2
13690,43203,1
13691,61591,3
13692,31250,1
13693,44250,1
13694,49926,2
13695,104219,4
13697,42757,1
13730,58864,2
13731,55417,2
13732,85625,4
13733,53516,2
13734,56136,2
13736,58000,2
13739,60682,2
13740,66607,3
13743,67120,3
13744,62778,3
13746,64219,3
13748,58259,2
13750,43897,1
13751,41615,1
13752,67250,3
13753,55938,2
13754,38832,1
13755,50882,2
13756,48958,2
13757,57121,2
13760,57331,2
13774,34844,1
13775,55550,2
13776,69868,3
13777,56641,2
13778,61175,3
13780,63194,3
13782,58235,2
13783,48750,2
13784,73264,3
13786,40063,1
13787,49441,2
13788,54375,2
13790,46784,1
13794,46250,1
13795,52944,2
13796,60375,2
13797,59464,2
13801,40486,1
13802,102891,4
13803,62132,3
13804,55500,2
13806,34135,1
13807,53000,2
13808,48250,2
13809,48155,2
13810,61042,3
13811,74107,3
13812,66875,3
13813,41250,1
13815,47966,1
13820,50234,2
13825,54808,2
13827,59764,2
13830,50139,2
13832,44875,1
13833,50781,2
13834,72917,3
13835,55395,2
13838,40909,1
13839,48125,2
13841,42596,1
13842,53611,2
13843,52621,2
13844,60833,2
13846,54583,2
13849,52731,2
13850,68000,3
13856,47135,1
13859,68558,3
13861,61875,3
13862,58359,2
13863,41607,1
13864,45329,1
13865,60326,2
13901,44731,1
13903,49411,2
13904,51695,2
13905,42369,1
14001,63856,3
14004,75784,3
14005,68750,3
14006,55189,2
14008,58073,2
14009,52369,2
14011,68938,3
14012,62031,3
14013,57825,2
14020,53841,2
14024,64583,3
14025,68482,3
14026,82885,4
14028,57188,2
14030,65000,3
14031,85930,4
14032,123021,4
14033,74881,3
14034,52955,2
14035,76053,3
14036,74418,3
14037,57467,2
14039,59250,2
14040,66105,3
14042,53074,2
14043,58931,2
14047,74031,3
14048,37238,1
14051,110733,4
14052,85409,4
14054,67273,3
14055,68090,3
14057,73073,3
14058,63672,3
14059,73940,3
14060,55000,2
14061,44028,1
14062,53641,2
14063,55000,2
14065,55707,2
14066,55962,2
14067,66773,3
14068,88580,4
14069,57344,2
14070,45737,1
14072,80733,3
14075,73610,3
14080,67260,3
14081,46389,1
14082,54625,2
14085,92611,4
14086,83668,4
14091,52434,2
14092,63718,3
14094,58495,2
14098,53783,2
14101,55219,2
14102,98646,4
14103,50244,2
14105,59421,2
14108,56862,2
14111,60000,2
14113,51875,2
14120,64319,3
14125,56603,2
14126,68802,3
14127,90210,4
14129,55000,2
14130,55208,2
14131,73443,3
14132,71678,3
14134,88250,4
14136,55536,2
14138,51066,2
14139,80842,3
14141,59019,2
14143,68897,3
14145,68917,3
14150,55951,2
14167,65781,3
14169,31853,1
14170,77829,3
14171,58667,2
14172,63788,3
14174,80907,3
14201,29554,1
14202,49954,2
14203,43173,1
14204,22500,1
14206,40751,1
14207,29250,1
14208,29292,1
14209,39447,1
14210,37380,1
14211,26739,1
14212,23882,1
14213,36471,1
14214,47122,1
14215,33788,1
14216,59346,2
14217,58096,2
14218,39918,1
14219,54316,2
14220,58671,2
14221,83824,4
14222,58957,2
14223,68042,3
14224,68937,3
14225,51378,2
14226,72388,3
14227,56671,2
14228,56585,2
14301,27550,1
14302,11875,1
14303,26080,1
14304,56276,2
14305,36023,1
14411,47278,1
14414,62768,3
14416,63594,3
14418,42181,1
14420,55010,2
14422,68431,3
14423,55018,2
14424,66066,3
14425,68503,3
14427,56719,2
14428,74042,3
14432,62970,3
14433,52270,2
14435,70700,3
14437,54103,2
14441,52188,2
14445,52450,2
14450,88255,4
14454,46648,1
14456,52271,2
14462,75313,3
14464,60460,2
14466,71250,3
14467,68354,3
14468,75993,3
14469,59248,2
14470,56197,2
14471,65265,3
14472,97854,4
14475,74821,3
14476,62863,3
14477,65179,3
14478,91821,4
14479,69107,3
14480,48939,2
14481,65781,3
14482,67500,3
14485,61716,3
14486,87679,4
14487,75438,3
14489,53539,2
14502,71163,3
14504,54211,2
14505,63914,3
14506,111800,4
14507,66538,3
14510,50184,2
14511,54167,2
14512,56081,2
14513,48769,2
14514,67863,3
14516,61915,3
14517,55288,2
14519,72312,3
14521,49185,2
14522,61536,3
14525,71595,3
14526,77771,3
14527,55422,2
14530,52600,2
14532,63490,3
14533,56042,2
14534,121947,4
14536,52857,2
14541,62560,3
14542,54500,2
14543,95000,4
14544,59141,2
14545,68750,3
14546,70657,3
14548,61858,3
14549,50536,2
14550,45208,1
14551,49004,2
14555,46500,1
14559,80847,3
14560,62135,3
14561,71705,3
14564,98963,4
14568,86827,4
14569,55147,2
14571,56172,2
14572,53351,2
14580,82999,4
14585,46818,1
14586,80300,3
14588,88646,4
14589,61152,3
14590,52365,2
14591,60469,2
14592,126250,4
14604,30542,1
14605,22593,1
14606,44553,1
14607,46887,1
14608,23574,1
14609,47935,1
14610,66942,3
14611,26726,1
14612,63034,3
14613,34468,1
14614,67333,3
14615,42110,1
14616,52660,2
14617,69677,3
14618,100809,4
14619,42906,1
14620,45885,1
14621,27675,1
14622,56493,2
14623,51800,2
14624,71959,3
14625,86505,4
14626,67749,3
14701,41442,1
14706,57031,2
14707,65500,3
14708,83125,4
14709,47500,1
14710,61567,3
14711,50000,2
14712,66250,3
14714,62083,3
14715,42802,1
14716,37686,1
14717,42292,1
14718,58681,2
14719,50690,2
14720,34537,1
14721,47813,1
14723,64375,3
14724,52109,2
14726,38631,1
14727,51139,2
14728,54250,2
14729,65000,3
14731,63641,3
14732,39063,1
14733,45245,1
14735,40800,1
14736,54688,2
14737,45396,1
14738,49239,2
14739,42792,1
14740,58409,2
14741,63636,3
14743,39836,1
14744,61458,3
14747,51969,2
14748,26467,1
14750,58885,2
14753,37692,1
14754,45729,1
14755,50513,2
14757,47773,1
14760,45300,1
14767,54279,2
14769,50658,2
14770,50050,2
14772,49779,2
14774,68750,3
14775,47917,1
14777,46406,1
14779,34912,1
14781,46875,1
14782,43452,1
14783,34167,1
14784,68125,3
14787,49383,2
14801,54167,2
14802,37955,1
14803,48688,2
14804,63500,3
14805,46691,1
14806,52742,2
14807,55952,2
14808,53625,2
14809,50841,2
14810,41022,1
14812,61316,3
14813,47823,1
14814,95227,4
14815,52788,2
14816,64667,3
14817,64056,3
14818,63405,3
14819,42222,1
14820,53929,2
14821,55950,2
14822,51250,2
14823,53490,2
14824,42457,1
14825,71544,3
14826,55500,2
14827,65263,3
14830,58682,2
14836,72750,3
14837,56771,2
14838,56250,2
14839,55481,2
14840,57623,2
14842,38750,1
14843,45981,1
14845,66643,3
14846,50789,2
14847,53365,2
14850,55987,2
14855,51250,2
14856,15605,1
14858,50577,2
14859,57656,2
14860,57644,2
14861,42188,1
14864,75331,3
14865,43846,1
14867,55391,2
14869,60721,2
14870,68706,3
14871,74570,3
14872,58333,2
14873,49761,2
14874,41667,1
14877,47292,1
14878,79643,3
14879,51411,2
14880,47417,1
14881,81797,3
14882,82188,4
14883,55023,2
14884,57250,2
14885,50217,2
14886,66977,3
14889,61793,3
14891,49417,2
14892,42361,1
14894,49464,2
14895,47120,1
14897,43897,1
14898,49375,2
14901,32500,1
14903,60373,2
14904,47979,1
14905,60234,2
15001,55159,2
15003,50189,2
15004,48370,2
15005,75574,3
15006,106767,4
15007,67853,3
15009,63738,3
15010,60836,2
15012,65613,3
15014,42500,1
15015,114063,4
15017,67058,3
15018,41563,1
15019,46250,1
15021,60049,2
15022,48051,2
15024,71273,3
15025,60669,2
15026,69387,3
15027,58125,2
15028,44375,1
15030,50313,2
15031,53411,2
15033,35401,1
15034,34667,1
15035,43302,1
15037,63801,3
15038,78456,3
15042,62428,3
15043,65500,3
15044,110767,4
15045,40823,1
15046,74350,3
15047,61719,3
15049,47381,1
15050,71143,3
15051,67321,3
15052,58305,2
15053,44643,1
15054,32422,1
15055,50801,2
15056,55250,2
15057,81225,3
15059,51345,2
15060,54338,2
15061,55714,2
15062,43823,1
15063,57632,2
15064,74219,3
15065,55299,2
15066,49806,2
15067,43730,1
15068,53845,2
15071,71467,3
15074,43091,1
15076,46081,1
15077,71750,3
15078,58452,2
15081,64219,3
15083,49091,2
15084,45164,1
15085,64555,3
15087,86103,4
15088,45000,1
15089,55208,2
15090,114825,4
15101,87333,4
15102,81655,3
15104,30078,1
15106,56294,2
15108,79083,3
15110,29844,1
15112,34484,1
15116,78044,3
15120,46059,1
15122,51604,2
15126,78986,3
15129,71346,3
15131,57549,2
15132,30811,1
15133,57516,2
15135,63783,3
15136,53269,2
15137,43492,1
15139,65833,3
15140,32864,1
15142,165682,4
15143,97948,4
15144,54777,2
15145,37560,1
15146,68803,3
15147,53120,2
15148,31934,1
15201,66316,3
15202,51988,2
15203,53766,2
15204,41201,1
15205,58964,2
15206,49105,2
15207,45167,1
15208,37860,1
15209,60750,2
15210,39886,1
15211,57623,2
15212,47010,1
15213,22584,1
15214,47275,1
15215,73370,3
15216,63750,3
15217,76272,3
15218,58105,2
15219,24878,1
15220,74400,3
15221,43428,1
15222,97690,4
15223,55175,2
15224,48881,2
15225,44875,1
15226,60167,2
15227,63107,3
15228,110045,4
15229,66164,3
15232,59110,2
15233,48088,2
15234,62106,3
15235,58109,2
15236,67276,3
15237,86599,4
15238,97650,4
15239,77518,3
15241,121118,4
15243,85655,4
15301,57722,2
15310,42083,1
15311,81000,3
15312,70050,3
15313,70625,3
15314,54539,2
15315,53304,2
15317,85647,4
15320,53039,2
15321,73750,3
15322,54524,2
15323,62286,3
15324,35875,1
15325,28750,1
15327,65682,3
15329,70167,3
15330,85811,4
15331,39125,1
15332,66651,3
15333,38389,1
15334,49063,2
15337,75536,3
15338,51161,2
15340,72411,3
15341,54811,2
15342,69698,3
15344,78125,3
15345,58864,2
15346,50833,2
15347,88125,4
15348,50074,2
15349,60074,2
15350,56136,2
15351,34441,1
15352,47768,1
15353,53750,2
15357,66667,3
15359,84107,4
15360,70938,3
15362,58917,2
15363,64417,3
15364,80000,3
15366,133750,4
15367,148269,4
15368,35221,1
15370,53724,2
15376,65208,3
15377,62917,3
15379,58125,2
15380,49219,2
15401,45942,1
15410,54375,2
15411,53472,2
15412,43839,1
15417,45781,1
15419,28424,1
15420,23594,1
15423,58846,2
15424,35714,1
15425,46240,1
15427,47917,1
15428,60714,2
15429,65134,3
15430,39583,1
15431,50096,2
15432,42500,1
15433,24477,1
15434,29063,1
15435,64286,3
15436,43500,1
15437,64074,3
15438,51250,2
15440,62083,3
15442,36404,1
15444,21006,1
15445,57695,2
15446,43235,1
15448,63317,3
15449,58750,2
15450,120913,4
15451,36445,1
15456,40781,1
15458,41053,1
15459,57700,2
15461,33576,1
15464,67656,3
15466,68162,3
15467,47500,1
15468,39706,1
15469,40427,1
15470,70000,3
15473,62896,3
15474,50000,2
15475,32287,1
15477,51548,2
15478,55444,2
15479,60385,2
15480,50476,2
15482,39950,1
15483,44191,1
15486,61058,3
15490,59632,2
15492,15859,1
15501,48398,2
15520,37115,1
15521,47173,1
15522,53156,2
15530,56396,2
15531,46014,1
15532,49583,2
15533,42019,1
15534,50192,2
15535,48688,2
15536,62500,3
15537,47690,1
15538,54500,2
15539,62788,3
15540,34464,1
15541,58456,2
15542,50670,2
15545,47552,1
15546,64958,3
15547,48214,2
15550,49022,2
15551,53958,2
15552,48852,2
15554,62910,3
15555,64583,3
15557,48466,2
15558,50956,2
15559,57692,2
15560,43393,1
15561,46161,1
15562,92083,4
15563,53398,2
15564,43750,1
15601,57473,2
15610,71906,3
15611,32292,1
15613,58733,2
15615,107014,4
15617,49107,2
15618,48953,2
15620,42344,1
15622,76250,3
15623,54776,2
15624,92188,4
15625,66042,3
15626,68050,3
15627,49551,2
15628,53125,2
15629,47714,1
15631,42024,1
15632,82381,4
15634,16283,1
15636,119258,4
15637,72500,3
15638,56939,2
15639,75938,3
15640,84073,4
15641,42132,1
15642,74752,3
15644,52522,2
15646,69167,3
15647,83482,4
15650,59599,2
15655,117944,4
15656,62235,3
15658,60725,2
15660,78438,3
15661,76802,3
15663,42813,1
15666,52385,2
15668,99931,4
15670,52957,2
15671,47051,1
15672,63284,3
15673,48250,2
15675,43973,1
15677,46250,1
15678,52304,2
15679,59350,2
15680,36607,1
15681,53523,2
15683,55326,2
15684,49294,2
15686,61725,3
15687,50577,2
15688,54167,2
15689,85592,4
15690,46575,1
15692,38160,1
15695,62792,3
15696,63116,3
15697,52695,2
15698,57188,2
15701,48419,2
15710,76875,3
15711,59643,2
15712,50357,2
15713,26191,1
15714,45123,1
15715,41250,1
15717,58056,2
15721,49464,2
15722,56420,2
15724,47609,1
15725,52361,2
15727,44375,1
15728,43087,1
15729,51000,2
15732,54250,2
15734,38375,1
15736,60714,2
15737,45833,1
15738,35313,1
15739,58125,2
15741,57500,2
15742,44444,1
15745,62750,3
15746,30694,1
15747,49048,2
15748,51987,2
15750,32656,1
15753,40521,1
15754,76596,3
15756,36875,1
15757,46691,1
15759,54563,2
15760,45375,1
15761,39519,1
15762,63359,3
15764,51500,2
15765,68750,3
15767,44752,1
15770,62500,3
15771,47619,1
15772,44813,1
15773,50469,2
15774,61389,3
15775,39135,1
15776,34219,1
15777,49167,2
15778,60625,2
15779,60000,2
15780,54063,2
15781,46875,1
15783,52708,2
15784,44464,1
15801,53414,2
15821,40625,1
15823,53333,2
15824,51224,2
15825,53984,2
15827,62500,3
15828,33125,1
15829,58750,2
15832,37917,1
15834,41705,1
15840,54722,2
15841,39375,1
15845,50938,2
15846,63984,3
15847,36875,1
15848,42500,1
15849,44861,1
15851,43244,1
15853,52553,2
15856,56964,2
15857,53255,2
15860,52188,2
15861,31979,1
15863,40357,1
15864,51488,2
15865,39615,1
15866,54583,2
15868,42250,1
15870,55329,2
15901,14853,1
15902,31642,1
15904,60115,2
15905,54028,2
15906,31665,1
15909,50978,2
15920,53917,2
15921,26458,1
15922,36917,1
15923,47083,1
15924,56382,2
15925,47188,1
15926,51813,2
15927,48750,2
15928,46935,1
15931,55769,2
15935,60492,2
15936,51181,2
15937,49656,2
15938,53241,2
15940,75441,3
15942,51458,2
15943,46071,1
15944,54128,2
15945,45139,1
15946,53582,2
15948,56071,2
15949,43938,1
15952,56607,2
15954,47083,1
15955,59327,2
15956,43158,1
15957,70500,3
15958,68438,3
15960,40125,1
15961,49167,2
15962,75833,3
15963,43321,1
16001,55434,2
16002,68421,3
16020,53958,2
16022,63375,3
16023,44636,1
16024,86389,4
16025,72213,3
16027,51458,2
16028,44875,1
16029,54286,2
16030,44375,1
16033,63813,3
16034,70119,3
16035,92083,4
16036,40500,1
16037,82536,4
16038,65345,3
16040,53021,2
16041,52883,2
16045,43125,1
16046,112750,4
16048,80139,3
16049,47750,1
16050,61328,3
16051,54821,2
16052,65541,3
16053,82642,4
16054,43021,1
16055,89909,4
16056,63072,3
16057,51347,2
16059,78573,3
16061,60962,2
16063,58885,2
16066,106274,4
16101,42090,1
16102,45048,1
16105,63924,3
16110,68125,3
16111,39948,1
16112,68929,3
16113,73125,3
16114,53333,2
16115,63945,3
16116,50313,2
16117,52927,2
16120,57457,2
16121,29897,1
16123,83594,4
16124,51250,2
16125,50170,2
16127,61301,3
16130,47216,1
16131,62083,3
16133,61750,3
16134,45329,1
16136,50278,2
16137,60132,2
16140,62552,3
16141,46818,1
16142,60223,2
16143,53508,2
16145,52039,2
16146,32528,1
16148,56592,2
16150,53909,2
16151,49375,2
16153,60089,2
16154,63882,3
16155,28214,1
16156,60489,2
16157,55525,2
16159,52530,2
16160,43250,1
16161,34125,1
16201,51571,2
16210,43108,1
16211,41806,1
16212,38750,1
16213,42500,1
16214,37961,1
16217,37188,1
16218,55000,2
16222,45819,1
16223,30813,1
16224,57857,2
16226,45168,1
16228,43750,1
16229,66233,3
16230,44821,1
16232,45357,1
16233,45114,1
16235,63750,3
16238,62083,3
16239,38506,1
16240,48558,2
16242,48491,2
16244,61875,3
16245,36875,1
16246,41250,1
16248,39931,1
16249,55972,2
16250,22356,1
16253,81250,3
16254,57969,2
16255,51313,2
16256,50455,2
16258,45357,1
16259,50962,2
16260,51000,2
16262,56731,2
16263,49643,2
16301,44722,1
16311,54861,2
16313,45913,1
16314,60042,2
16316,62045,3
16317,50000,2
16319,57500,2
16321,43438,1
16322,52917,2
16323,50023,2
16326,48194,2
16327,54191,2
16328,31313,1
16329,59271,2
16331,65568,3
16333,45000,1
16334,51250,2
16335,47447,1
16340,55129,2
16341,50000,2
16342,59815,2
16343,53059,2
16344,46250,1
16345,70303,3
16346,51139,2
16347,42988,1
16350,46100,1
16351,40461,1
16352,53750,2
16353,41959,1
16354,43228,1
16360,56000,2
16362,59219,2
16364,59286,2
16365,50051,2
16370,46875,1
16371,44697,1
16372,50263,2
16373,54324,2
16374,46827,1
16401,50231,2
16402,57917,2
16403,57244,2
16404,47545,1
16405,47222,1
16406,54306,2
16407,50319,2
16410,66563,3
16411,63438,3
16412,60098,2
16415,96556,4
16416,38162,1
16417,53165,2
16420,47679,1
16421,75063,3
16422,42500,1
16423,51583,2
16424,49770,2
16426,67340,3
16427,44479,1
16428,62324,3
16433,59432,2
16434,43125,1
16435,54022,2
16436,45179,1
16438,51705,2
16440,57083,2
16441,68174,3
16442,64444,3
16443,44878,1
16501,10874,1
16502,33833,1
16503,25121,1
16504,43050,1
16505,60731,2
16506,67371,3
16507,36358,1
16508,48956,2
16509,58614,2
16510,54002,2
16511,50114,2
16601,45465,1
16602,41517,1
16611,55573,2
16613,63882,3
16616,30000,1
16617,61711,3
16619,41071,1
16620,54375,2
16621,65000,3
16622,59000,2
16623,50000,2
16624,68333,3
16625,45983,1
16627,42589,1
16630,47820,1
16633,51250,2
16634,53125,2
16635,57193,2
16636,74722,3
16637,48556,2
16638,78750,3
16639,48558,2
16640,56806,2
16641,48179,2
16645,59375,2
16646,46979,1
16647,56711,2
16648,61557,3
16650,46818,1
16651,47656,1
16652,49624,2
16655,52196,2
16656,45208,1
16657,56667,2
16659,39808,1
16661,50500,2
16662,55926,2
16664,54500,2
16665,36607,1
16666,50893,2
16667,39457,1
16668,53454,2
16669,55547,2
16671,52321,2
16672,36875,1
16673,60204,2
16674,49722,2
16678,48438,2
16679,38333,1
16680,48984,2
16683,63542,3
16685,60625,2
16686,50610,2
16689,51667,2
16691,42500,1
16692,48750,2
16693,53413,2
16694,27813,1
16695,63958,3
16701,47442,1
16720,47431,1
16724,42143,1
16725,49250,2
16726,52614,2
16727,74338,3
16728,74167,3
16729,47167,1
16730,36328,1
16731,51599,2
16732,57500,2
16733,37857,1
16734,48750,2
16735,46538,1
16738,54265,2
16740,45000,1
16743,52275,2
16744,45341,1
16745,58833,2
16746,50043,2
16748,40337,1
16749,50156,2
16750,48291,2
16801,47893,1
16803,60765,2
16820,59531,2
16821,52500,2
16822,50174,2
16823,62946,3
16825,60061,2
16826,56905,2
16827,105691,4
16828,71232,3
16829,49000,2
16830,47060,1
16832,81250,3
16833,42958,1
16834,49250,2
16835,63750,3
16836,55515,2
16837,33839,1
16838,49500,2
16839,52692,2
16840,68047,3
16841,61579,3
16843,27234,1
16844,68333,3
16845,54375,2
16848,43750,1
16849,40500,1
16851,85833,4
16852,43393,1
16853,28750,1
16854,53250,2
16858,60417,2
16859,56250,2
16861,39375,1
16863,48980,2
16865,98401,4
16866,44230,1
16868,50385,2
16870,98636,4
16871,48333,2
16872,58452,2
16874,62625,3
16875,56616,2
16876,46250,1
16877,71250,3
16878,51458,2
16879,39271,1
16881,60164,2
16882,46417,1
16901,56448,2
16911,60313,2
16912,56838,2
16914,53333,2
16915,52154,2
16917,48580,2
16920,41477,1
16921,41607,1
16922,41667,1
16923,44531,1
16925,58787,2
16926,55481,2
16927,41563,1
16928,52500,2
16929,56250,2
16930,51875,2
16932,56607,2
16933,45929,1
16935,61818,3
16936,53869,2
16937,65625,3
16938,53646,2
16939,51429,2
16940,54028,2
16941,39167,1
16942,42054,1
16943,47188,1
16946,40625,1
16947,53659,2
16948,39559,1
16950,40605,1
17002,55179,2
17003,70236,3
17004,46065,1
17005,55139,2
17006,52778,2
17007,88516,4
17009,55250,2
17011,77951,3
17013,60481,2
17015,79137,3
17016,80208,3
17017,60474,2
17018,69643,3
17019,77236,3
17020,66295,3
17021,42857,1
17022,71034,3
17023,54643,2
17024,76076,3
17025,64430,3
17026,76703,3
17027,74570,3
17028,56890,2
17029,47386,1
17030,60714,2
17032,64035,3
17033,72219,3
17034,42222,1
17035,51948,2
17036,79955,3
17037,48571,2
17038,63950,3
17040,66638,3
17041,159167,4
17042,61184,3
17043,62770,3
17044,48832,2
17045,60967,2
17046,49265,2
17047,55227,2
17048,50350,2
17049,69250,3
17050,93552,4
17051,52000,2
17052,56940,2
17053,67609,3
17055,73537,3
17057,62551,3
17058,44974,1
17059,50647,2
17060,44706,1
17061,55114,2
17062,65759,3
17063,49020,2
17064,128125,4
17065,56118,2
17066,42031,1
17067,62529,3
17068,65913,3
17069,43750,1
17070,70731,3
17071,66250,3
17072,47730,1
17073,65938,3
17074,58511,2
17075,58750,2
17078,63494,3
17080,52000,2
17081,39135,1
17082,54871,2
17084,57963,2
17086,69583,3
17087,68571,3
17088,78750,3
17090,59650,2
17093,65909,3
17094,49583,2
17097,46250,1
17098,48529,2
17099,50446,2
17101,37578,1
17102,44863,1
17103,37541,1
17104,38115,1
17109,52886,2
17110,60025,2
17111,69401,3
17112,84083,4
17113,48448,2
17201,52500,2
17202,78385,3
17211,48125,2
17212,70469,3
17213,49028,2
17214,39154,1
17215,64219,3
17217,69000,3
17219,51750,2
17220,26250,1
17221,42813,1
17222,64897,3
17223,38750,1
17224,65750,3
17225,74440,3
17228,55833,2
17229,44787,1
17233,50246,2
17235,76792,3
17236,66098,3
17237,60660,2
17238,56339,2
17239,65556,3
17240,68281,3
17241,58453,2
17243,50221,2
17244,62455,3
17246,71250,3
17247,41417,1
17249,50625,2
17251,84500,4
17252,50599,2
17253,48750,2
17255,50208,2
17257,55228,2
17260,43750,1
17262,54018,2
17263,65515,3
17264,50733,2
17265,57656,2
17266,59583,2
17267,59643,2
17268,58568,2
17271,46625,1
17301,72206,3
17302,65066,3
17304,76014,3
17306,71786,3
17307,67000,3
17309,61850,3
17311,46875,1
17313,60579,2
17314,77015,3
17315,65214,3
17316,89113,4
17317,68958,3
17318,42059,1
17319,75030,3
17320,82933,4
17321,75972,3
17322,77171,3
17324,64885,3
17325,63867,3
17327,77593,3
17329,83799,4
17331,64122,3
17339,81892,3
17340,72656,3
17344,52857,2
17345,59722,2
17347,86133,4
17349,90556,4
17350,58536,2
17352,67102,3
17353,70150,3
17355,67188,3
17356,67507,3
17360,83881,4
17361,79238,3
17362,70561,3
17363,84275,4
17364,68264,3
17365,72934,3
17366,68875,3
17368,62015,3
17370,72841,3
17371,74792,3
17372,67576,3
17401,30726,1
17402,68639,3
17403,53852,2
17404,62473,3
17406,66100,3
17407,98304,4
17408,69728,3
17501,61771,3
17502,81402,3
17505,61450,3
17509,68788,3
17512,48197,2
17516,71477,3
17517,73778,3
17518,70313,3
17519,73750,3
17520,77770,3
17522,60642,2
17527,82083,4
17529,59934,2
17532,74671,3
17535,71000,3
17536,76579,3
17538,89358,4
17540,64977,3
17543,72813,3
17545,65999,3
17547,68591,3
17551,56739,2
17552,68042,3
17554,65338,3
17555,79191,3
17557,61142,3
17560,62826,3
17562,68614,3
17563,66087,3
17565,86726,4
17566,66378,3
17569,84013,4
17572,57014,2
17578,68581,3
17579,72470,3
17581,80563,3
17582,85197,4
17584,79250,3
17601,74925,3
17602,56381,2
17603,55067,2
17701,45779,1
17702,56163,2
17721,45741,1
17723,38594,1
17724,47131,1
17727,44375,1
17728,62328,3
17729,28750,1
17731,85417,4
17737,60226,2
17739,76250,3
17740,56250,2
17742,28250,1
17744,51859,2
17745,45988,1
17747,57328,2
17748,38750,1
17749,61806,3
17751,58785,2
17752,57500,2
17754,67676,3
17756,60506,2
17758,50526,2
17760,61667,3
17762,60000,2
17763,48000,2
17764,35268,1
17765,52212,2
17767,51413,2
17768,53125,2
17771,58690,2
17772,62679,3
17774,54531,2
17776,50694,2
17777,53434,2
17778,41750,1
17801,45565,1
17810,56125,2
17812,43542,1
17813,55625,2
17814,54194,2
17815,50272,2
17820,57978,2
17821,59390,2
17823,60568,2
17824,63239,3
17827,62583,3
17829,63750,3
17830,58854,2
17832,47833,1
17834,53521,2
17835,71667,3
17836,54250,2
17837,63869,3
17840,56713,2
17841,51286,2
17842,55456,2
17844,57042,2
17845,54766,2
17846,54073,2
17847,53811,2
17850,54034,2
17851,36071,1
17853,56125,2
17855,66429,3
17856,62609,3
17857,59353,2
17859,54612,2
17860,71853,3
17861,89167,4
17862,37768,1
17864,53227,2
17865,49732,2
17866,37352,1
17867,38125,1
17868,65197,3
17870,67140,3
17872,32816,1
17876,47946,1
17878,63421,3
17880,54375,2
17881,56328,2
17884,45703,1
17885,66375,3
17886,39120,1
17887,45382,1
17888,40208,1
17889,63929,3
17901,46271,1
17920,47500,1
17921,51090,2
17922,76741,3
17923,60048,2
17925,55625,2
17929,58913,2
17930,48750,2
17931,55186,2
17933,118864,4
17934,40987,1
17935,34330,1
17936,56765,2
17938,70701,3
17941,53542,2
17943,46250,1
17944,58750,2
17945,84688,4
17946,80202,3
17948,38203,1
17949,48906,2
17951,55667,2
17952,45500,1
17953,43056,1
17954,31625,1
17957,68000,3
17959,51750,2
17960,67708,3
17961,67880,3
17963,60595,2
17964,48289,2
17965,48750,2
17967,58214,2
17968,72083,3
17970,41194,1
17972,61206,3
17974,48750,2
17976,35282,1
17978,39306,1
17979,62188,3
17980,60184,2
17981,51959,2
17982,46071,1
17983,61250,3
17985,58563,2
18011,91607,4
18013,65050,3
18014,66354,3
18015,51907,2
18017,73580,3
18018,56655,2
18020,84632,4
18030,42083,1
18031,92663,4
18032,61178,3
18034,88558,4
18036,101842,4
18037,65684,3
18038,87846,4
18040,95467,4
18041,77215,3
18042,57393,2
18045,91180,4
18049,73220,3
18051,101087,4
18052,63976,3
18053,74167,3
18054,71196,3
18055,70374,3
18056,56563,2
18058,64236,3
18059,98750,4
18062,84587,4
18063,36182,1
18064,81585,3
18066,94398,4
18067,68224,3
18069,93946,4
18070,87386,4
18071,66624,3
18072,64525,3
18073,91460,4
18074,89323,4
18076,66538,3
18077,85804,4
18078,90402,4
18079,66875,3
18080,64627,3
18081,43894,1
18083,69125,3
18085,59688,2
18086,47455,1
18087,65907,3
18088,64932,3
18091,60120,2
18092,93000,4
18101,26326,1
18102,33659,1
18103,56066,2
18104,73943,3
18106,68874,3
18109,45196,1
18201,42263,1
18202,42475,1
18210,57225,2
18211,62004,3
18212,55455,2
18214,61575,3
18216,47344,1
18218,36953,1
18219,63429,3
18220,47656,1
18221,107992,4
18222,76952,3
18224,45076,1
18229,61880,3
18230,48750,2
18231,49886,2
18232,34426,1
18235,59359,2
18237,36091,1
18240,53258,2
18241,55096,2
18242,37917,1
18244,48250,2
18245,36563,1
18246,50962,2
18248,51923,2
18249,77904,3
18250,51065,2
18252,50643,2
18254,41715,1
18255,59886,2
18256,61176,3
18301,63119,3
18302,66010,3
18321,45227,1
18322,56887,2
18324,58958,2
18325,90851,4
18326,43640,1
18327,69432,3
18328,62785,3
18330,76420,3
18331,52500,2
18332,80859,3
18334,62981,3
18336,69570,3
18337,82026,4
18340,154609,4
18343,75972,3
18344,50846,2
18346,69348,3
18347,54583,2
18350,62024,3
18351,56750,2
18352,86023,4
18353,75836,3
18354,63696,3
18355,111509,4
18356,77125,3
18360,61833,3
18370,58343,2
18371,79960,3
18372,60338,2
18403,52917,2
18405,61027,3
18407,45746,1
18411,80340,3
18413,21786,1
18414,75238,3
18415,60125,2
18417,58977,2
18419,56944,2
18421,56567,2
18424,64111,3
18425,54286,2
18426,48271,2
