zip_code,median_household_income_acs2019,derived_income_quartile
45344,54103,2
45345,60969,2
45346,58314,2
45347,53750,2
45348,64028,3
45349,70000,3
45350,90250,4
45351,60000,2
45352,36250,1
45353,53235,2
45354,57500,2
45356,48074,2
45358,60000,2
45359,60185,2
45360,31250,1
45361,49844,2
45362,56898,2
45363,79821,3
45365,59714,2
45368,55170,2
45369,62092,3
45370,78083,3
45371,76010,3
45372,55250,2
45373,62479,3
45377,60405,2
45378,50938,2
45380,73609,3
45381,61835,3
45382,60272,2
45383,54643,2
45384,77031,3
45385,57511,2
45387,65304,3
45388,96940,4
45389,61389,3
45390,40990,1
45402,26550,1
45403,29939,1
45404,31303,1
45405,30675,1
45406,28701,1
45409,64111,3
45410,36596,1
45414,45957,1
45415,62832,3
45416,48083,2
45417,27374,1
45418,62596,3
45419,79860,3
45420,43501,1
45424,66080,3
45426,35637,1
45429,65758,3
45430,88209,4
45431,62962,3
45432,60414,2
45433,71402,3
45434,108811,4
45439,44856,1
45440,75632,3
45449,46483,1
45458,90751,4
45459,75065,3
45502,72906,3
45503,48665,2
45504,53306,2
45505,34792,1
45506,41950,1
45601,49654,2
45612,46162,1
45613,47734,1
45614,42721,1
45616,32143,1
45619,59954,2
45620,38438,1
45621,39375,1
45622,19539,1
45623,46310,1
45628,62699,3
45629,41618,1
45630,36520,1
45631,45766,1
45634,33438,1
45636,68182,3
45638,40148,1
45640,48846,2
45644,74375,3
45645,48841,2
45646,36862,1
45647,60714,2
45648,42789,1
45650,55938,2
45651,52958,2
45652,39667,1
45653,64207,3
45654,55261,2
45656,47972,1
45657,42065,1
45658,46129,1
45659,33628,1
45660,38633,1
45661,38864,1
45662,32975,1
45663,42284,1
45669,53830,2
45671,40313,1
45672,66357,3
45673,31757,1
45674,34286,1
45678,47955,1
45679,36250,1
45680,44535,1
45681,59083,2
45682,26607,1
45684,44722,1
45685,46510,1
45686,48218,2
45688,36250,1
45690,51413,2
45692,44809,1
45693,38478,1
45694,58125,2
45695,37102,1
45696,31229,1
45697,61325,3
45698,30192,1
45701,41991,1
45710,55043,2
45711,49792,2
45714,47924,1
45715,39716,1
45716,35694,1
45719,29677,1
45723,52863,2
45724,53308,2
45727,35691,1
45729,77689,3
45732,35625,1
45734,35272,1
45735,54196,2
45740,33333,1
45741,17470,1
45742,77896,3
45743,46574,1
45744,47945,1
45745,48704,2
45746,33929,1
45750,45900,1
45760,37330,1
45761,35417,1
45764,41563,1
45766,38098,1
45767,48028,2
45768,41905,1
45769,42982,1
45770,45848,1
45771,45625,1
45772,51808,2
45775,47628,1
45776,46493,1
45778,37083,1
45779,65000,3
45780,33264,1
45782,19516,1
45784,50839,2
45786,70049,3
45788,65852,3
45801,43037,1
45804,34218,1
45805,53523,2
45806,68218,3
45807,65617,3
45808,60313,2
45809,71471,3
45810,54570,2
45812,44107,1
45813,52400,2
45814,62339,3
45816,49519,2
45817,76699,3
45819,52159,2
45820,51346,2
45821,52371,2
45822,55072,2
45826,69750,3
45827,83550,4
45828,63636,3
45830,58466,2
45831,53730,2
45832,62902,3
45833,61545,3
45835,55000,2
45836,48942,2
45838,18958,1
45840,56470,2
45841,69659,3
45843,58791,2
45844,73646,3
45845,70117,3
45846,70163,3
45849,53000,2
45850,65313,3
45851,65089,3
45853,75375,3
45854,51500,2
45855,56250,2
45856,55820,2
45858,59167,2
45859,42417,1
45860,89597,4
45861,51875,2
45862,45568,1
45863,62803,3
45864,56250,2
45865,77736,3
45866,44107,1
45867,77639,3
45868,79444,3
45869,77257,3
45870,97500,4
45871,66563,3
45872,58341,2
45873,52287,2
45874,63077,3
45875,70250,3
45876,65000,3
45877,65833,3
45879,53466,2
45880,63191,3
45881,79063,3
45882,55431,2
45883,81818,3
45885,62426,3
45886,71250,3
45887,51957,2
45888,41573,1
45889,102197,4
45890,71250,3
45891,49746,2
45894,69074,3
45895,62798,3
45896,51734,2
45898,46500,1
45899,68929,3
46001,55263,2
46011,60163,2
46012,47389,1
46013,41584,1
46016,29229,1
46017,57667,2
46030,59975,2
46031,85092,4
46032,101526,4
46033,135087,4
46034,72093,3
46035,67727,3
46036,47844,1
46037,120764,4
46038,92464,4
46039,53750,2
46040,93475,4
46041,51157,2
46044,55932,2
46048,50580,2
46049,61250,3
46050,60800,2
46051,57629,2
46052,61980,3
46055,107087,4
46056,71154,3
46057,76563,3
46058,73929,3
46060,78300,3
46062,86560,4
46063,50000,2
46064,78889,3
46065,64219,3
46068,80195,3
46069,57454,2
46070,60192,2
46071,71719,3
46072,56345,2
46074,100775,4
46075,87485,4
46076,50042,2
46077,138686,4
46103,73125,3
46104,52679,2
46105,82306,4
46106,88574,4
46107,48643,2
46111,38269,1
46112,86372,4
46113,75568,3
46115,53088,2
46117,86071,4
46118,70341,3
46120,63438,3
46121,69219,3
46122,79448,3
46123,92972,4
46124,67072,3
46126,72111,3
46127,73571,3
46128,62931,3
46130,79415,3
46131,65654,3
46133,63750,3
46135,54710,2
46140,63816,3
46142,76489,3
46143,73894,3
46144,55543,2
46146,78791,3
46147,66898,3
46148,58779,2
46149,80430,3
46150,59091,2
46151,62236,3
46155,54948,2
46156,53021,2
46157,81034,3
46158,63500,3
46160,62563,3
46161,73500,3
46163,96557,4
46164,75570,3
46165,70000,3
46166,67140,3
46167,85870,4
46168,68469,3
46171,59063,2
46172,73500,3
46173,51250,2
46175,47000,1
46176,56322,2
46180,55288,2
46181,75313,3
46182,54125,2
46184,72468,3
46186,75000,3
46201,30917,1
46202,43462,1
46203,39133,1
46204,58636,2
46205,47623,1
46208,35148,1
46214,48172,2
46216,50014,2
46217,63601,3
46218,24517,1
46219,40497,1
46220,73288,3
46221,50911,2
46222,35986,1
46224,37994,1
46225,33452,1
46226,36285,1
46227,42816,1
46228,69523,3
46229,52376,2
46231,64720,3
46234,77528,3
46235,38572,1
46236,87483,4
46237,67560,3
46239,79381,3
46240,61922,3
46241,38795,1
46250,58898,2
46254,44836,1
46256,70159,3
46259,112833,4
46260,49285,2
46268,52340,2
46278,118986,4
46280,69868,3
46301,97250,4
46303,68819,3
46304,79021,3
46307,85158,4
46310,66192,3
46311,86019,4
46312,32839,1
46319,65075,3
46320,30649,1
46321,84254,4
46322,67281,3
46323,52549,2
46324,47996,1
46327,45246,1
46340,50682,2
46341,73352,3
46342,60816,2
46345,52500,2
46346,43491,1
46347,75761,3
46348,50119,2
46349,67731,3
46350,55775,2
46356,74462,3
46360,46300,1
46365,69191,3
46366,50842,2
46368,58886,2
46371,79074,3
46373,103118,4
46374,70500,3
46375,76678,3
46376,57500,2
46377,44808,1
46379,51168,2
46381,38864,1
46382,81453,3
46383,64743,3
46385,83798,4
46390,74403,3
46391,74448,3
46392,64535,3
46394,50127,2
46402,19728,1
46403,40368,1
46404,32063,1
46405,45754,1
46406,30939,1
46407,25219,1
46408,37737,1
46409,32536,1
46410,57445,2
46501,53509,2
46504,58846,2
46506,57997,2
46507,72995,3
46508,37500,1
46510,51552,2
46511,45099,1
46514,52644,2
46516,48328,2
46517,51495,2
46524,54010,2
46526,56270,2
46528,63434,3
46530,101206,4
46531,64167,3
46532,54063,2
46534,50374,2
46536,58173,2
46537,54205,2
46538,73869,3
46539,56168,2
46540,79459,3
46542,64627,3
46543,84152,4
46544,49119,2
46545,42250,1
46550,63750,3
46552,64981,3
46553,67014,3
46554,56901,2
46555,53617,2
46556,26125,1
46561,72201,3
46562,51988,2
46563,50632,2
46565,76694,3
46567,61733,3
46570,58047,2
46571,69896,3
46573,66815,3
46574,59481,2
46580,58293,2
46582,68729,3
46590,62703,3
46595,58482,2
46601,21143,1
46613,39708,1
46614,54181,2
46615,41754,1
46616,39167,1
46617,63699,3
46619,37704,1
46628,45116,1
46635,60690,2
46637,60200,2
46701,58906,2
46702,60833,2
46703,58099,2
46705,51875,2
46706,57609,2
46710,68625,3
46711,48389,2
46714,53651,2
46721,65797,3
46723,63479,3
46725,60655,2
46730,68065,3
46731,59479,2
46732,62292,3
46733,53267,2
46737,60595,2
46738,46930,1
46740,51397,2
46741,64556,3
46742,62060,3
46743,60694,2
46745,61328,3
46746,55417,2
46747,50972,2
46748,83095,4
46750,50599,2
46755,50713,2
46759,47574,1
46760,55977,2
46761,58727,2
46763,59965,2
46764,78906,3
46765,86875,4
46766,93102,4
46767,54417,2
46770,67770,3
46772,51118,2
46773,65337,3
46774,57422,2
46776,52198,2
46777,64268,3
46779,65104,3
46781,64250,3
46783,89226,4
46784,65078,3
46785,63750,3
46787,57361,2
46788,74365,3
46791,74375,3
46792,57250,2
46793,61414,3
46794,51250,2
46795,65417,3
46797,68532,3
46798,63558,3
46799,38542,1
46802,35529,1
46803,23648,1
46804,70992,3
46805,45085,1
46806,31773,1
46807,48600,2
46808,42034,1
46809,41788,1
46814,121038,4
46815,53322,2
46816,39766,1
46818,66379,3
46819,48939,2
46825,56405,2
46835,62691,3
46845,98688,4
46901,47140,1
46902,53266,2
46910,60665,2
46911,63625,3
46913,60357,2
46914,63438,3
46915,51875,2
46917,48889,2
46919,61111,3
46920,75667,3
46923,52375,2
46926,63188,3
46928,51493,2
46929,57802,2
46930,37375,1
46931,32813,1
46932,57008,2
46933,44250,1
46936,69180,3
46938,49938,2
46939,39583,1
46940,60417,2
46941,63056,3
46943,36983,1
46946,24211,1
46947,47122,1
46950,51250,2
46951,53023,2
46952,47240,1
46953,34487,1
46957,40536,1
46958,52022,2
46960,48017,2
46961,51492,2
46962,57817,2
46967,39107,1
46968,93750,4
46970,46935,1
46974,60698,2
46975,53966,2
46978,59181,2
46979,79940,3
46982,50367,2
46984,63000,3
46985,55515,2
46986,53000,2
46987,56250,2
46988,44318,1
46989,58779,2
46990,52440,2
46991,60179,2
46992,53238,2
46994,56563,2
46996,44029,1
46998,60150,2
47001,60134,2
47003,31799,1
47006,64839,3
47010,23167,1
47011,74282,3
47012,56023,2
47016,73421,3
47017,53750,2
47018,67821,3
47020,45592,1
47022,81250,3
47023,60486,2
47024,59853,2
47025,69638,3
47030,68365,3
47031,58348,2
47032,63036,3
47034,53750,2
47036,69038,3
47037,49809,2
47038,49150,2
47040,53625,2
47041,69258,3
47042,56470,2
47043,47650,1
47060,70417,3
47102,39824,1
47106,63092,3
47108,47168,1
47110,62375,3
47111,63750,3
47112,58409,2
47114,51579,2
47115,44107,1
47116,48875,2
47117,61759,3
47118,38750,1
47119,95000,4
47120,58534,2
47122,81405,3
47123,58000,2
47124,80814,3
47125,48125,2
47126,74940,3
47129,43479,1
47130,55089,2
47135,65446,3
47136,79712,3
47137,31198,1
47138,58132,2
47140,37609,1
47141,58553,2
47142,52652,2
47143,86053,4
47145,56157,2
47147,40240,1
47150,53757,2
47160,55625,2
47161,66882,3
47162,43224,1
47163,53281,2
47164,47117,1
47165,53698,2
47166,43810,1
47167,43329,1
47170,52509,2
47172,79505,3
47175,46923,1
47177,53611,2
47201,63510,3
47203,62958,3
47220,56121,2
47223,65446,3
47224,45164,1
47226,64375,3
47227,62747,3
47229,47813,1
47230,50493,2
47231,54500,2
47232,60160,2
47234,60000,2
47235,63537,3
47240,59516,2
47243,54194,2
47244,59821,2
47246,61831,3
47247,81667,3
47250,50496,2
47260,44816,1
47263,46071,1
47264,55158,2
47265,51230,2
47270,58507,2
47272,48250,2
47273,61579,3
47274,50121,2
47280,58393,2
47281,58152,2
47282,34722,1
47283,49712,2
47302,37461,1
47303,32234,1
47304,54873,2
47305,25982,1
47320,54423,2
47324,35000,1
47325,70208,3
47326,64008,3
47327,38906,1
47330,54313,2
47331,45701,1
47334,59393,2
47335,43011,1
47336,41895,1
47337,49250,2
47338,51742,2
47339,70795,3
47340,52895,2
47341,63482,3
47342,44821,1
47344,54375,2
47345,65613,3
47346,54667,2
47348,42513,1
47351,60417,2
47352,46719,1
47353,52210,2
47354,44375,1
47355,48112,2
47356,58583,2
47357,53100,2
47358,48929,2
47359,46574,1
47360,48125,2
47361,57019,2
47362,45878,1
47367,42500,1
47368,57500,2
47369,44087,1
47371,47686,1
47373,43512,1
47374,44085,1
47380,44153,1
47381,45714,1
47382,40000,1
47383,63333,3
47384,63472,3
47385,52875,2
47386,64018,3
47387,49457,2
47388,42188,1
47390,36816,1
47393,79276,3
47394,49451,2
47396,57157,2
47401,52907,2
47403,55374,2
47404,38731,1
47408,35985,1
47421,52555,2
47424,56613,2
47427,56402,2
47429,63528,3
47431,50000,2
47432,43061,1
47433,57097,2
47436,51397,2
47438,48984,2
47441,50657,2
47443,49750,2
47446,52004,2
47448,55225,2
47449,45156,1
47451,46989,1
47452,58530,2
47453,64276,3
47454,40259,1
47456,51010,2
47457,67500,3
47459,54722,2
47460,51991,2
47462,69322,3
47464,27250,1
47465,45850,1
47468,54167,2
47469,58532,2
47470,47236,1
47471,47195,1
47501,49500,2
47512,42337,1
47513,51400,2
47514,51477,2
47515,58750,2
47516,64150,3
47519,155750,4
47520,44470,1
47521,98672,4
47522,58824,2
47523,56538,2
47524,53750,2
47525,44079,1
47527,62813,3
47528,43000,1
47529,51250,2
47531,43113,1
47532,67238,3
47535,46111,1
47537,67500,3
47541,77578,3
47542,52238,2
47546,60742,2
47550,67981,3
47551,85909,4
47553,58140,2
47557,62273,3
47558,60449,2
47561,46875,1
47562,54556,2
47564,52908,2
47567,54324,2
47568,52813,2
47575,75294,3
47576,78125,3
47577,83269,4
47578,62955,3
47579,73750,3
47581,50380,2
47584,48214,2
47585,53107,2
47586,50833,2
47588,58631,2
47590,35278,1
47591,46728,1
47597,62500,3
47598,48567,2
47601,58132,2
47610,60428,2
47611,59276,2
47612,52829,2
47613,87292,4
47615,50435,2
47616,72500,3
47619,59479,2
47620,62055,3
47630,84026,4
47631,67708,3
47633,49583,2
47634,53412,2
47635,53153,2
47637,49554,2
47638,77461,3
47639,95450,4
47640,49200,2
47648,59238,2
47649,53606,2
47654,58611,2
47660,48547,2
47665,62048,3
47666,40993,1
47670,52321,2
47683,56827,2
47708,99464,4
47710,37063,1
47711,53992,2
47712,51910,2
47713,27212,1
47714,39445,1
47715,48866,2
47720,64591,3
47725,90444,4
47802,46650,1
47803,52991,2
47804,33685,1
47805,59866,2
47807,23709,1
47832,80189,3
47833,61250,3
47834,56880,2
47837,37212,1
47838,58942,2
47840,64632,3
47841,41290,1
47842,47807,1
47846,64219,3
47847,59500,2
47848,47159,1
47849,67500,3
47850,55373,2
47853,56375,2
47854,72917,3
47855,34861,1
47857,51827,2
47858,64323,3
47859,59000,2
47860,42083,1
47861,66250,3
47862,45509,1
47863,62148,3
47866,45707,1
47868,45234,1
47869,64596,3
47871,46250,1
47872,50838,2
47874,57744,2
47879,48460,2
47881,53036,2
47882,46667,1
47884,43750,1
47885,46607,1
47901,32959,1
47904,38095,1
47905,58975,2
47906,48124,2
47909,60516,2
47917,61538,3
47918,51758,2
47920,87596,4
47921,42337,1
47922,44904,1
47923,59545,2
47924,80986,3
47925,31250,1
47926,57743,2
47928,54400,2
47929,65078,3
47930,56071,2
47932,56275,2
47933,53884,2
47940,61344,3
47941,53527,2
47942,55446,2
47943,56398,2
47944,44756,1
47946,62829,3
47948,51979,2
47949,59375,2
47950,60236,2
47951,50588,2
47952,48706,2
47954,68875,3
47955,55417,2
47957,46842,1
47958,45000,1
47959,46365,1
47960,49552,2
47963,51328,2
47964,37500,1
47965,58984,2
47966,46786,1
47967,45833,1
47968,71667,3
47970,49071,2
47971,56611,2
47974,52143,2
47975,77708,3
47977,60906,2
47978,61175,3
47980,63750,3
47981,77656,3
47982,46875,1
47983,62037,3
47987,52500,2
47989,58750,2
47990,55473,2
47991,58971,2
47992,76479,3
47993,55000,2
47994,54306,2
47995,71538,3
47997,63333,3
48001,59671,2
48002,74615,3
48003,71908,3
48005,77656,3
48006,70650,3
48009,122804,4
48014,64737,3
48015,45242,1
48017,68183,3
48021,49921,2
48022,76283,3
48023,72625,3
48025,138254,4
48026,59089,2
48027,71071,3
48028,53500,2
48030,38903,1
48032,69410,3
48033,49105,2
48034,48481,2
48035,55169,2
48036,53084,2
48038,60080,2
48039,50496,2
48040,62438,3
48041,68672,3
48042,104021,4
48043,43321,1
48044,100085,4
48045,64911,3
48047,79177,3
48048,61337,3
48049,70000,3
48050,97188,4
48051,72332,3
48054,64408,3
48059,56169,2
48060,40579,1
48062,66036,3
48063,72401,3
48064,67649,3
48065,76438,3
48066,47605,1
48067,85939,4
48069,122813,4
48070,136331,4
48071,53439,2
48072,86905,4
48073,78843,3
48074,58676,2
48075,57106,2
48076,71139,3
48079,79613,3
48080,58365,2
48081,63250,3
48082,60801,2
48083,77538,3
48084,96280,4
48085,116672,4
48088,64163,3
48089,39213,1
48091,40481,1
48092,58161,2
48093,53840,2
48094,90637,4
48095,98641,4
48096,76563,3
48097,51875,2
48098,135554,4
48101,67130,3
48103,95727,4
48104,58788,2
48105,76551,3
48108,66121,3
48111,59140,2
48114,95139,4
48116,88183,4
48117,70407,3
48118,89393,4
48120,40453,1
48122,41629,1
48124,72325,3
48125,49325,2
48126,35436,1
48127,50247,2
48128,78266,3
48130,110833,4
48131,62041,3
48133,52240,2
48134,75435,3
48135,56521,2
48137,68750,3
48138,105833,4
48139,57614,2
48140,80474,3
48141,32014,1
48144,72794,3
48145,73255,3
48146,44554,1
48150,76465,3
48152,77283,3
48154,85384,4
48157,41250,1
48158,80545,3
48159,69000,3
48160,72800,3
48161,51920,2
48162,56357,2
48164,91177,4
48165,90700,4
48166,60420,2
48167,99158,4
48168,137149,4
48169,85043,4
48170,85634,4
48173,77792,3
48174,51335,2
48176,103384,4
48177,71855,3
48178,100452,4
48179,83207,4
48180,50053,2
48182,70790,3
48183,66786,3
48184,47027,1
48185,48698,2
48186,53801,2
48187,87997,4
48188,101944,4
48189,73243,3
48190,188050,4
48191,71757,3
48192,54462,2
48193,60237,2
48195,57133,2
48197,61341,3
48198,46508,1
48201,17331,1
48202,26939,1
48203,21834,1
48204,24283,1
48205,38258,1
48206,23169,1
48207,30908,1
48208,20364,1
48209,29188,1
48210,30142,1
48211,24104,1
48212,26958,1
48213,25405,1
48214,31966,1
48215,24748,1
48216,31106,1
48217,30847,1
48218,25517,1
48219,34452,1
48220,65024,3
48221,42952,1
48223,37912,1
48224,35429,1
48225,46955,1
48226,64509,3
48227,29197,1
48228,27337,1
48229,28991,1
48230,110813,4
48234,28935,1
48235,33177,1
48236,112964,4
48237,52584,2
48238,25730,1
48239,56365,2
48240,55177,2
48301,147180,4
48302,133427,4
48304,127500,4
48306,145299,4
48307,81180,3
48309,99234,4
48310,62461,3
48312,62651,3
48313,70457,3
48314,65548,3
48315,83028,4
48316,83792,4
48317,66090,3
48320,59435,2
48322,93308,4
48323,115174,4
48324,118418,4
48326,64615,3
48327,59119,2
48328,54831,2
48329,77942,3
48331,107892,4
48334,81688,3
48335,80171,3
48336,65930,3
48340,35879,1
48341,36049,1
48342,27917,1
48346,81377,3
48348,111938,4
48350,79615,3
48353,81190,3
48356,86723,4
48357,84450,4
48359,84594,4
48360,115871,4
48362,90503,4
48363,131793,4
48367,88053,4
48370,96650,4
48371,87010,4
48374,138979,4
48375,98792,4
48377,68426,3
48380,111080,4
48381,79161,3
48382,107807,4
48383,88883,4
48386,84273,4
48390,73036,3
48393,52335,2
48401,47014,1
48412,69960,3
48413,47083,1
48414,61290,3
48415,62475,3
48416,52792,2
48417,53684,2
48418,72414,3
48419,51979,2
48420,53528,2
48421,59975,2
48422,51187,2
48423,53867,2
48426,51016,2
48427,50625,2
48428,74333,3
48429,52183,2
48430,77307,3
48432,51500,2
48433,64340,3
48434,41667,1
48435,55707,2
48436,76579,3
48437,43750,1
48438,90798,4
48439,72347,3
48441,46193,1
48442,68201,3
48444,50471,2
48445,47604,1
48446,57529,2
48449,49907,2
48450,46122,1
48451,85099,4
48453,40417,1
48454,49792,2
48455,83750,4
48456,55769,2
48457,55283,2
48458,37731,1
48460,70250,3
48461,60784,2
48462,95638,4
48463,58497,2
48464,59667,2
48465,46429,1
48466,52450,2
48467,51615,2
48468,44327,1
48469,44886,1
48470,49821,2
48471,43601,1
48472,49200,2
48473,66254,3
48475,51425,2
48476,58611,2
48502,31250,1
48503,30028,1
48504,31685,1
48505,25949,1
48506,36668,1
48507,36260,1
48509,56268,2
48519,49979,2
48529,31330,1
48532,40445,1
48601,29822,1
48602,34671,1
48603,53426,2
48604,46324,1
48607,28571,1
48609,64668,3
48610,42891,1
48611,63284,3
48612,44461,1
48613,43214,1
48614,45777,1
48615,48712,2
48616,51929,2
48617,48763,2
48618,45000,1
48619,44338,1
48621,47837,1
48622,47148,1
48623,81436,3
48624,43913,1
48625,34776,1
48626,63766,3
48627,52917,2
48628,56991,2
48629,43078,1
48631,55925,2
48632,35788,1
48633,65357,3
48634,61578,3
48635,39327,1
48636,34148,1
48637,51432,2
48638,48540,2
48640,63337,3
48642,67673,3
48647,43220,1
48649,51346,2
48650,50192,2
48651,38563,1
48652,60956,2
48653,48382,2
48654,39808,1
48655,55455,2
48656,35114,1
48657,60190,2
48658,40521,1
48659,44107,1
48661,44467,1
48662,62000,3
48701,46957,1
48703,40313,1
48705,34688,1
48706,49244,2
48708,39985,1
48720,35156,1
48721,45000,1
48722,60898,2
48723,48197,2
48725,44020,1
48726,51086,2
48727,49327,2
48728,39000,1
48729,49313,2
48730,44034,1
48731,45074,1
48732,44748,1
48733,48893,2
48734,77019,3
48735,48125,2
48737,36346,1
48738,43472,1
48739,37321,1
48740,41646,1
48741,47083,1
48742,43688,1
48744,48958,2
48745,38462,1
48746,56981,2
48747,63750,3
48748,37373,1
48749,47386,1
48750,43333,1
48754,61146,3
48755,52321,2
48756,32685,1
48757,63813,3
48759,50857,2
48760,50451,2
48761,38750,1
48762,44583,1
48763,52337,2
48765,44688,1
48766,42436,1
48767,59063,2
48768,44988,1
48770,42802,1
48801,40316,1
48806,44792,1
48807,52396,2
48808,74523,3
48809,52592,2
48811,49836,2
48813,62932,3
48815,70313,3
48817,53449,2
48818,47591,1
48819,62056,3
48820,87632,4
48821,74520,3
48822,80139,3
48823,46150,1
48827,64994,3
48829,41567,1
48831,48534,2
48832,56969,2
48834,50425,2
48835,66012,3
48836,69790,3
48837,71769,3
48838,48121,2
48840,67628,3
48841,66838,3
48842,63416,3
48843,78740,3
48845,48542,2
48846,52917,2
48847,52500,2
48848,81107,3
48849,65000,3
48850,47237,1
48851,59792,2
48852,23750,1
48853,49821,2
48854,70068,3
48855,80638,3
48856,43720,1
48857,68883,3
48858,39833,1
48860,54583,2
48861,70167,3
48864,86702,4
48865,42292,1
48866,60797,2
48867,49836,2
48870,42614,1
48871,62989,3
48872,70317,3
48873,73438,3
48874,65238,3
48875,69118,3
48876,63056,3
48877,48984,2
48878,49609,2
48879,65234,3
48880,47301,1
48881,64367,3
48883,56852,2
48884,51373,2
48885,58750,2
48886,49531,2
48888,51346,2
48889,49297,2
48890,55288,2
48891,54934,2
48892,69226,3
48893,60781,2
48894,80500,3
48895,98866,4
48896,21500,1
48897,71800,3
48906,47450,1
48910,41010,1
48911,44972,1
48912,44102,1
48915,39754,1
48917,61578,3
48933,35701,1
49001,45420,1
49002,57336,2
49004,57298,2
49006,39602,1
49007,33096,1
49008,52944,2
49009,65958,3
49010,58780,2
49011,53009,2
49012,73063,3
49013,46967,1
49014,53578,2
49015,57254,2
49017,47410,1
49021,58575,2
49022,33747,1
49024,66907,3
49026,41354,1
49027,40042,1
49028,55731,2
49029,62813,3
49030,52404,2
49031,51373,2
49032,60660,2
49033,80402,3
49034,62123,3
49036,50909,2
49037,33033,1
49038,56400,2
49040,47969,1
49042,50344,2
49043,28224,1
49045,50086,2
49046,65700,3
49047,45764,1
49048,47949,1
49050,70061,3
49051,73417,3
49052,50357,2
49053,62115,3
49055,58506,2
49056,42979,1
49057,47027,1
49058,61731,3
49060,56750,2
49061,64306,3
49064,57148,2
49065,61154,3
49066,48095,2
49067,57771,2
49068,58750,2
49070,58036,2
49071,84063,4
49072,62703,3
49073,46104,1
49074,22727,1
49075,57885,2
49076,59875,2
49078,53223,2
49079,62945,3
49080,65020,3
49082,52966,2
49083,93900,4
49085,75767,3
49087,83952,4
49088,82391,4
49089,51458,2
49090,51277,2
49091,48851,2
49092,50250,2
49093,53927,2
49094,50465,2
49095,73304,3
49096,59784,2
49097,70744,3
49098,43452,1
49099,50237,2
49101,55484,2
49102,61696,3
49103,47227,1
49106,62415,3
49107,48939,2
49111,56744,2
49112,68386,3
49113,54259,2
49115,69231,3
49116,115568,4
49117,58426,2
49119,46458,1
49120,49409,2
49125,60521,2
49126,48906,2
49127,70912,3
49128,57614,2
49129,80179,3
49130,69213,3
49201,56766,2
49202,36274,1
49203,46846,1
49220,48833,2
49221,47952,1
49224,41895,1
49227,49519,2
49228,59387,2
49229,77500,3
49230,63763,3
49232,49676,2
49233,63274,3
49234,69125,3
49235,53309,2
49236,64824,3
49237,58587,2
49238,69408,3
49240,86625,4
49241,63438,3
49242,43990,1
49245,51346,2
49246,69607,3
49247,52213,2
49248,52143,2
49249,65255,3
49250,49925,2
49251,66886,3
49252,43125,1
49253,62216,3
49254,60600,2
49255,46838,1
49256,42354,1
49259,55057,2
49262,50336,2
49264,64412,3
49265,71484,3
49266,58188,2
49267,71903,3
49268,50337,2
49269,64259,3
49270,79261,3
49271,49241,2
49272,62596,3
49274,52069,2
49276,48906,2
49277,58766,2
49279,55450,2
49282,47875,1
49283,74177,3
49284,53674,2
49285,63827,3
49286,64038,3
49287,65339,3
49288,42241,1
49289,70833,3
49301,132261,4
49302,87598,4
49303,60208,2
49304,30885,1
49305,38726,1
49306,86901,4
49307,40000,1
49309,36087,1
49310,51276,2
49312,33056,1
49315,82182,4
49316,89326,4
49318,52446,2
49319,67938,3
49320,50962,2
49321,57867,2
49322,49609,2
49323,75863,3
49325,70699,3
49326,57361,2
49327,54080,2
49328,62742,3
49329,61601,3
49330,67337,3
49331,79765,3
49332,48010,2
49333,73326,3
49335,52448,2
49336,46582,1
49337,45767,1
49338,47679,1
49339,57661,2
49340,47885,1
49341,94895,4
49342,54261,2
49343,65585,3
49344,57607,2
49345,66659,3
49346,55255,2
49347,55865,2
49348,65115,3
49349,45280,1
49401,46857,1
49402,40625,1
49403,74000,3
49404,66854,3
49405,50000,2
49406,92708,4
49408,59278,2
49410,37872,1
49411,56944,2
49412,55026,2
49415,65724,3
49417,67182,3
49418,70504,3
49419,76317,3
49420,47143,1
49421,46838,1
49423,59133,2
49424,68276,3
49425,47382,1
49426,85410,4
49428,75625,3
49431,52630,2
49435,91250,4
49436,52083,2
49437,60158,2
49440,14865,1
49441,52612,2
49442,39362,1
49444,40833,1
49445,65400,3
49446,61250,3
49448,66190,3
49449,60365,2
49450,42756,1
49451,59375,2
49452,51420,2
49453,76250,3
49454,50357,2
49455,44953,1
49456,68196,3
49457,59504,2
49458,38438,1
49459,43750,1
49460,72392,3
49461,60533,2
49464,75799,3
49503,47844,1
49504,51048,2
49505,52893,2
49506,82982,4
49507,41089,1
49508,57404,2
49509,49795,2
49512,53017,2
49519,54394,2
49525,70666,3
49534,65923,3
49544,61577,3
49546,72283,3
49548,50787,2
49601,47939,1
49611,44583,1
49612,54844,2
49613,57656,2
49614,54342,2
49615,57043,2
49616,39750,1
49617,61017,3
49618,46736,1
49619,40227,1
49620,61304,3
49621,64833,3
49622,55938,2
49623,42039,1
49625,48214,2
49626,43594,1
49627,80500,3
49628,52917,2
49629,63571,3
49630,65990,3
49631,41667,1
49632,47125,1
49633,49900,2
49634,86750,4
49635,56346,2
49636,85833,4
49637,54063,2
49638,39107,1
49639,48625,2
49640,47656,1
49642,21304,1
49643,67308,3
49644,42067,1
49645,43625,1
49646,45958,1
49648,71111,3
49649,62418,3
49650,81731,3
49651,46347,1
49653,71755,3
49654,71313,3
49655,47958,1
49656,39423,1
49657,51554,2
